user_id,signup_date,trial_end_date,trial_length_days,age,country,gender,device_type,acquisition_channel,city_tier,preferred_plan_before_conversion,days_active_trial,sessions_count,avg_session_minutes,features_used,support_tickets,emails_opened,webinar_attended,payment_method_on_file,referred_friend,discount_offered_pct,plan_page_views,last_activity_gap_days,satisfaction_score,monthly_income_usd,converted_to_paid_plan,selected_plan
USR-00336,2025-06-30,2025-07-14,14,32.0,Ecuador,male,mobile,social media,tier_3,basic,5,13,16.0,7,1,6,1,1,0,0,3,13,6.7,1676.0,0,none
USR-00337,23/01/2025,2025-02-13,21,29.0,México,female,mobile,partner,tier_2,premium,7,10,20.0,9,0,4,0,0,0,10,4,21,6.4,1165.0,0,none
USR-00338,2025-08-01,2025-08-22,21,57.0,Chile,female,mobile,partner,tier_1,basic,15,31,13.1,7,0,11,0,0,0,0,3,10,6.9,1857.0,0,none
USR-00339,2025-09-27,2025-10-18,21,29.0,Perú,female,mobile,partner,tier_1,basic,19,32,15.8,20,0,3,1,0,0,15,9,12,6.7,1138.0,0,none
USR-00340,2025-12-07,2025-12-21,14,18.0,chile,female,mobile,paid_ads,tier_1,standard,12,19,12.5,11,2,7,0,1,0,0,3,1,7.4,1034.0,0,none
USR-00341,2025-06-30,2025-07-14,14,41.0,colombia,prefer_not_to_say,Mobile,paid ads,tier_2,basic,12,19,4.5,13,0,5,0,0,0,0,5,7,10.0,1718.0,1,basic
USR-00342,2025-03-09,2025-03-23,14,40.0,Colombia,female,Desktop,email campaign,tier_2,premium,10,16,8.3,3,0,10,1,0,0,0,1,14,8.2,2193.0,0,none
USR-00343,2025-09-03,2025-09-10,7,,Colombia,female,mobile,referral,tier_2,premium,2,3,11.7,10,2,4,1,0,0,5,4,8,4.2,2913.0,0,none
USR-00344,2025-01-15,2025-01-22,7,18.0,México,male,desktop,paid ads,tier_2,basic,4,5,17.2,8,1,6,0,0,0,20,1,0,7.2,1411.0,0,none
USR-00345,2025-12-04,2025-12-18,14,51.0,Ecuador,male,mobile,email campaign,tier_1,standard,11,11,13.1,16,1,4,0,1,0,0,2,1,8.5,2386.0,1,premium
USR-00346,2025-07-16,2025-08-06,21,43.0,Colombia,female,mobile,partner,tier_1,premium,9,12,18.9,9,2,5,0,0,1,0,3,21,8.4,1972.0,0,none
USR-00347,2025-04-13,2025-04-20,7,53.0,Colombia,male,mobile,organic search,tier_2,basic,2,5,5.2,6,2,4,0,0,0,15,2,8,8.9,2627.0,0,none
USR-00348,2025-10-16,2025-10-30,14,23.0,Colombia,non_binary,mobile,organic search,tier_1,basic,7,20,16.7,3,0,4,0,0,0,0,7,15,9.2,$1783,0,none
USR-00349,2025-08-23,2025-08-30,7,40.0,Colombia,female,mobile,social media,tier_1,basic,4,5,15.1,10,0,1,0,0,0,20,2,8,4.1,1711.0,0,none
USR-00350,2025-11-12,11-26-2025,14,31.0,México,prefer_not_to_say,desktop,email campaign,tier_2,premium,4,6,9.0,4,2,1,0,0,0,10,4,13,10.0,1152.0,0,none
USR-00351,2025-10-05,2025-10-19,14,38.0,México,female,tablet,referral,tier_1,basic,12,30,15.1,9,1,8,0,0,0,20%,6,9,5.7,1592.0,0,none
USR-00352,2025-01-15,2025-02-14,30,,Argentina,male,mobile,partner,tier_2,premium,22,35,9.2,16,3,8,0,0,0,0,4,11,8.2,795.0,1,standard
USR-00353,2025-01-19,2025-02-09,21,48.0,Colombia,prefer_not_to_say,desktop,partner,tier_1,basic,9,11,7.1,12,1,5,0,0,0,15,5,11,6.3,1550.0,0,none
USR-00354,2025-04-15,2025-04-29,14,35.0,Colombia,male,desktop,email campaign,tier_1,premium,7,12,14.5,8,0,2,1,1,0,20,4,12,9.5,250.0,1,basic
USR-00355,2025-04-29,2025-05-20,21,50.0,Chile,female,tablet,social media,tier_2,premium,21,36,18.9,9,0,11,0,1,0,10,6,11,8.4,1093.0,1,standard
USR-00356,2025-01-16,2025-02-15,30,31.0,México,male,mobile,organic search,tier_1,basic,19,27,7.1,17,1,12,0,1,0,0,5,11,6.0,1378.0,0,none
USR-00357,2025-03-21,2025-04-04,14,28.0,Colombia,female,DESKTOP,Partner,tier_3,basic,12,22,3.4,11,0,9,0,1,0,20,2,11,4.1,536.0,0,none
USR-00358,2025-05-19,2025-06-02,14,24.0,Argentina,female,desktop,partner,tier_3,premium,4,8,14.3,1,1,2,0,0,0,0,3,11,7.0,$905,0,none
USR-00359,2025-10-20,2025-11-03,14,26.0,Colombia,male,mobile,organic search,tier_3,premium,6,14,11.7,12,2,6,0,0,0,0,1,10,5.6,1558.0,0,none
USR-00360,2025-08-12,2025-08-19,7,31.0,Ecuador,female,desktop,partner,tier_2,standard,3,7,6.3,4,1,5,0,1,1,0,2,11,5.6,777.0,1,premium
USR-00361,2025-01-21,2025-02-20,30,27.0,Colombia,female,desktop,partner,tier_3,premium,20,29,17.9,21,0,6,0,0,0,0,9,21,5.1,1231.0,0,none
USR-00362,2025-06-09,2025-06-16,7,,Perú,male,tablet,partner,tier_1,premium,4,2,4.1,10,1,6,0,0,0,15,4,5,5.8,1932.0,0,none
USR-00363,2025-08-16,2025-08-30,14,49.0, COLOMBIA ,female,Tablet,organic search,tier_3,standard,10,19,13.8,8,1,5,0,1,0,20,1,4,7.4,1298.0,1,standard
USR-00364,2025-02-10,2025-02-24,14,33.0,Colombia,female,mobile,organic search,tier_1,basic,6,7,14.0,10,2,0,0,1,0,15,3,8,7.3,1396.0,0,none
USR-00365,2025-08-16,2025-08-30,14,38.0,Ecuador,male,desktop,referral,tier_1,basic,11,25,12.2,9,1,9,0,0,0,20,6,10,7.7,311.0,0,none
USR-00366,2025-09-19,2025-10-03,14,18.0,Perú,male,desktop,organic search,tier_1,basic,6,22,12.7,10,2,5,1,0,1,25%,2,21,4.9,1809.0,0,none
USR-00367,2025-02-21,2025-02-28,7,25.0,Colombia,male,mobile,paid ads,tier_2,premium,3,3,6.8,9,0,4,0,0,1,10,2,0,8.1,2298.0,0,none
USR-00368,2025-04-30,2025-05-07,7,27.0,Perú,female,mobile,organic search,tier_3,premium,2,5,21.7,8,0,5,0,0,0,0,1,6,3.5,2441.0,0,none
USR-00369,2025-09-01,2025-09-15,14,18.0,Colombia,male,mobile,social media,tier_2,basic,7,12,12.0,14,1,7,0,1,0,0,5,12,6.0,1510.0,0,none
USR-00370,16/02/2025,2025-03-02,14,24.0,Colombia,female,desktop,email campaign,tier_1,standard,5,9,11.9,8,0,7,1,0,0,15%,3,8,8.0,1294.0,0,none
USR-00371,28/09/2025,2025-10-19,21,32.0,Perú,female,mobile,organic search,tier_1,basic,9,16,12.4,16,1,2,1,0,0,0,4,13,10.0,2107.0,0,none
USR-00372,2025-10-31,2025-11-21,21,42.0,Colombia,male,mobile,social media,tier_1,basic,14,22,21.9,14,1,6,0,0,0,0,7,15,7.9,1192.0,0,none
USR-00373,2025-03-02,2025-03-23,21,24.0, MÉXICO,female,mobile,referral,tier_1,basic,14,26,4.4,9,0,10,0,1,0,15,6,16,5.4,1968.0,0,none
USR-00374,2025-11-06,2025-11-27,21,34.0,Colombia,male,mobile,social media,tier_3,standard,12,23,15.7,4,0,5,1,1,0,20,1,16,7.1,837.0,0,none
USR-00375,2025-05-18,2025-05-25,7,20.0,México,non_binary, mobile ,Partner,tier_2,standard,4,4,8.3,5,0,5,1,0,1,20,2,5,7.8,1054.0,1,premium
USR-00376,2025-08-29,2025-09-19,21,46.0,mexico,male,Tablet,email_campaign,tier_2,basic,16,38,10.5,6,0,9,1,0,0,0,8,5,8.9,250.0,1,premium
USR-00377,2025-11-06,2025-12-06,30,31.0,ecuador,prefer_not_to_say,desktop,Organic Search,tier_1,standard,22,47,14.7,15,2,2,0,1,0,10,7,15,3.7,1178.0,0,none
USR-00378,2025-06-05,2025-06-19,14,29.0,Argentina,female,mobile,partner,tier_3,basic,11,16,5.0,11,0,7,0,1,1,0,1,5,5.3,285.0,0,none
USR-00379,2025-09-29,10-13-2025,14,50.0,Colombia,male,mobile,partner,tier_2,standard,5,8,12.2,10,0,4,0,1,0,5,2,11,4.8,1878.0,0,none
USR-00380,2025-08-30,2025-09-06,7,18.0,Colombia,prefer_not_to_say,desktop,email campaign,tier_3,standard,3,8,25.5,7,0,4,0,0,0,0,5,9,8.6,250.0,0,none
USR-00381,2025-03-20,03-27-2025,7,42.0,México,male,mobile,paid ads,tier_1,standard,5,10,3.3,8,0,6,1,1,0,0,0,6,9.4,2694.0,0,none
USR-00382,2025-06-26,2025-07-10,14,35.0,Colombia,non_binary,desktop,social media,tier_1,basic,13,23,21.7,6,1,5,0,0,0,15,2,10,5.2,3410.0,0,none
USR-00383,2025-11-17,2025-12-01,14,22.0,Ecuador,female,desktop,organic search,tier_3,basic,13,20,19.0,8,0,2,1,0,0,15,10,8,5.7,619.0,0,none
USR-00384,2025-04-20,2025-05-04,14,31.0,Colombia,male,desktop,organic search,tier_3,premium,9,26,17.0,9,3,8,0,1,0,5,4,11,9.5,950.0,0,none
USR-00385,24/05/2025,2025-06-14,21,41.0,Perú,male,mobile,organic search,tier_3,standard,21,24,2.0,13,0,8,0,0,0,20,6,18,9.6,1131.0,1,standard
USR-00386,2025-07-03,2025-07-10,7,34.0,Colombia,male,mobile,referral,tier_1,premium,4,3,14.5,11,0,4,1,1,0,0,1,8,6.9,1995.0,0,none
USR-00387,22/03/2025,2025-04-05,14,29.0,Argentina,non_binary,desktop,paid ads,tier_2,standard,2,245,12.6,10,0,3,0,1,0,20,2,14,8.3,1408.0,0,none
USR-00388,2025-12-09,2025-12-16,7,33.0,México,female,desktop,organic search,tier_1,standard,5,13,15.9,7,2,7,1,1,0,20,1,1,9.0,1616.0,1,standard
USR-00389,2025-02-09,2025-02-23,14,42.0,Colombia,male,mobile,partner,tier_2,basic,13,18,16.4,14,1,11,0,1,0,0,4,3,5.9,2015.0,1,standard
USR-00390,2025-07-06,2025-07-13,7,30.0,Ecuador,female,desktop,social media,tier_2,standard,7,13,,12,1,2,0,0,1,15,5,2,6.2,2199.0,0,none
USR-00391,2025-08-13,2025-08-27,14,31.0,Chile,male,mobile,partner,tier_2,basic,8,14,9.1,7,0,5,1,0,0,20,3,13,5.8,1630.0,1,standard
USR-00392,2025-03-22,2025-04-05,14,18.0,Ecuador,female,desktop,referral,tier_1,basic,9,19,11.7,11,0,5,0,0,0,15,3,8,6.9,514.0,0,none
USR-00393,25/05/2025,2025-06-08,14,26.0,Argentina,male,mobile,organic search,tier_2,premium,8,13,,7,0,4,0,0,0,10,5,14,5.0,1778.0,0,none
USR-00394,06/11/2025,2025-11-27,21,42.0,Perú,prefer_not_to_say,mobile,organic search,tier_1,standard,14,23,10.4,12,1,7,0,1,1,0,1,6,5.1,1533.0,0,none
USR-00395,2025-06-18,2025-07-09,21,33.0,Chile,male,desktop,paid ads,tier_1,premium,19,41,10.4,13,0,6,0,1,0,20,5,13,5.2,716.0,1,standard
USR-00396,2025-08-09,2025-08-23,14,36.0,Perú,prefer_not_to_say,desktop,Email Campaign,tier_2,basic,10,22,9.5,13,2,6,0,0,0,5,2,17,8.3,731.0,0,none
USR-00397,2025-12-20,2026-01-03,14,28.0, COLOMBIA ,male,DESKTOP,social media,tier_1,basic,11,23,5.6,9,0,7,0,1,0,15,1,5,10.0,1557.0,0,none
USR-00398,2025-06-08,2025-06-15,7,38.0,Ecuador,male,desktop,referral,tier_3,premium,4,3,6.1,5,0,7,0,0,0,0,2,5,9.2,250.0,0,none
USR-00399,26/03/2025,04-09-2025,14,31.0, COLOMBIA ,female,Mobile,email campaign,tier_2,standard,6,9,21.3,10,1,4,0,0,1,0,4,8,8.8,2742.0,0,none
USR-00400,2025-07-14,2025-07-28,14,27.0,Colombia,female,desktop,paid ads,tier_2,basic,6,10,2.0,11,1,4,1,0,0,20,2,10,4.0,2154.0,0,none
USR-00401,2025-12-05,2025-12-19,14,31.0,México,female,desktop,social media,tier_3,premium,5,8,16.3,4,1,7,0,1,0,20,6,7,6.1,1881.0,0,none
USR-00402,2025-05-29,2025-06-12,14,28.0,Colombia,female,mobile,organic search,tier_3,basic,5,2,8.0,10,0,5,0,1,0,10,3,5,9.5,830.0,0,none
USR-00403,2025-05-27,2025-06-10,14,41.0,Ecuador,male,mobile,paid ads,tier_2,standard,4,6,10.8,9,1,2,0,1,0,0,1,11,8.4,2713.0,0,none
USR-00404,2025-03-16,2025-03-30,14,36.0,Perú,female,mobile,paid ads,tier_2,standard,14,25,18.7,10,2,7,0,0,0,15,6,6,7.1,1543.0,0,none
USR-00405,2025-12-31,2026-01-07,7,39.0,Colombia,prefer_not_to_say,desktop,social media,tier_1,basic,5,6,21.5,8,0,4,1,1,0,0,2,10,7.5,2239.0,0,none
USR-00406,2025-03-24,2025-04-07,14,40.0,Colombia,female,mobile,paid ads,tier_3,standard,9,16,15.8,16,1,6,0,0,1,0,4,7,6.8,1801.0,1,premium
USR-00407,2025-05-19,2025-06-02,14,44.0,Colombia,female,mobile,paid ads,tier_2,premium,7,13,10.5,12,0,2,0,1,0,0,4,8,6.1,524.0,0,none
USR-00408,2025-02-19,2025-03-21,30,50.0,Chile,prefer_not_to_say,desktop,paid ads,tier_3,basic,20,40,10.0,10,1,5,0,1,0,0,3,20,9.3,2733.0,1,basic
USR-00409,2025-06-01,2025-06-22,21,31.0,Ecuador,male,tablet,paid ads,tier_1,basic,17,27,12.2,11,0,5,0,0,0,10,3,10,6.9,843.0,1,basic
USR-00410,27/02/2025,2025-03-06,7,40.0,Colombia,female,desktop,organic search,tier_3,standard,3,5,19.2,7,0,6,0,1,1,25,5,2,7.6,1480.0,0,none
USR-00411,2025-03-03,2025-03-17,14,20.0,Perú,female,desktop,organic search,tier_2,basic,11,20,14.7,14,1,9,0,0,0,10,3,6,9.6,828.0,0,none
USR-00412,2025-09-26,2025-10-10,14,21.0,Colombia,male,desktop,social media,tier_1,standard,12,18,3.6,7,1,7,0,1,1,10,4,6,8.5,2246.0,1,basic
USR-00413,2025-09-16,2025-09-23,7,41.0,Argentina,female,mobile,social media,tier_1,basic,7,24,12.3,5,0,5,0,0,0,0,3,3,6.3,1468.0,0,none
USR-00414,2025-01-19,2025-02-02,14,30.0,Colombia,female,mobile,organic search,tier_2,basic,11,25,13.0,15,0,4,0,0,0,0%,6,6,9.4,1897.0,0,none
USR-00415,2025-02-06,2025-02-20,14,20.0,Ecuador,non_binary,mobile,organic search,tier_2,premium,10,16,6.3,10,0,11,0,0,0,0,4,12,,,0,none
USR-00416,2025-07-07,2025-08-06,30,18.0,Colombia,female,mobile,email campaign,tier_1,basic,10,24,9.2,6,0,3,0,1,1,0,1,17,7.7,2226.0,1,standard
USR-00417,2025-07-26,2025-08-16,21,36.0,Colombia,male,mobile,organic search,tier_1,basic,16,25,19.4,14,1,11,1,0,0,0,3,9,7.7,1725.0,0,none
USR-00418,2025-05-08,2025-05-22,14,40.0,Chile,female,mobile,email campaign,tier_2,basic,13,21,9.5,14,1,6,0,0,0,10,5,1,6.4,$1091,1,premium
USR-00419,2025-08-22,2025-09-05,14,30.0,Colombia,prefer_not_to_say,desktop,organic search,tier_1,basic,9,22,10.8,2,1,4,1,0,0,20%,6,11,6.1,790.0,0,none
USR-00420,2025-08-12,2025-09-11,30,21.0,argentina,male,DESKTOP,email campaign,tier_1,basic,15,21,3.1,10,0,10,1,1,0,0,6,27,7.4,767.0,0,none
USR-00421,2025-05-15,2025-05-29,14,22.0,México,female,desktop,email campaign,tier_2,basic,9,14,21.7,9,0,5,0,0,0,0,4,11,9.0,1575.0,0,none
USR-00422,2025-05-21,2025-06-04,14,39.0,Chile,prefer_not_to_say,desktop,partner,tier_1,basic,8,15,4.8,19,0,6,1,0,0,0,4,9,5.5,1665.0,0,none
USR-00423,2025-12-09,2025-12-23,14,27.0,Colombia,male,mobile,social media,tier_2,standard,9,13,2.8,9,1,0,0,0,0,25,3,1,6.8,2414.0,0,none
USR-00424,2025-03-16,2025-03-30,14,30.0,Perú,female,mobile,referral,tier_2,standard,12,30,19.8,13,0,6,0,1,0,0,6,8,4.3,782.0,0,none
USR-00425,2025-08-30,2025-09-13,14,24.0,Chile,prefer_not_to_say,mobile,email campaign,tier_2,basic,6,13,4.1,5,1,3,0,0,1,0,2,11,5.8,1530.0,0,none
USR-00426,2025-04-03,2025-05-03,30,23.0,Argentina,male,desktop,partner,tier_1,basic,7,19,12.8,6,0,7,0,1,0,0,1,24,8.0,364.0,0,none
USR-00427,2025-03-16,2025-03-30,14,25.0,Colombia,male,desktop,paid ads,tier_1,premium,6,6,2.4,9,0,4,0,0,0,20,6,13,10.0,1463.0,1,standard
USR-00428,2025-09-19,2025-09-26,7,30.0,Colombia,female,mobile,Social Media,tier_1,standard,3,6,24.0,14,0,4,0,0,0,0,2,14,,,0,none
USR-00429,2025-02-02,2025-03-04,30,34.0,Perú,female,desktop,paid ads,tier_2,standard,30,49,16.6,23,0,7,1,0,0,0,5,19,9.1,680.0,1,basic
USR-00430,2025-08-05,2025-08-26,21,38.0,Colombia,male,mobile,social media,tier_2,standard,8,10,13.6,10,0,2,0,0,0,0,3,8,6.6,1506.0,1,premium
USR-00431,2025-03-29,2025-04-19,21,27.0,Colombia,female,mobile,email campaign,tier_3,standard,13,31,15.1,16,1,6,0,0,0,0,7,18,6.2,1902.0,0,none
USR-00432,2025-04-23,2025-04-30,7,32.0,Colombia,female,mobile,social media,tier_2,standard,2,4,17.4,5,1,5,0,1,1,20,0,4,6.5,1632.0,0,none
USR-00433,2025-09-15,2025-10-15,30,24.0,Colombia,female,mobile,email campaign,tier_2,standard,12,25,19.9,17,3,6,0,0,0,20,2,27,7.8,530.0,0,none
USR-00434,2025-05-02,2025-05-16,14,25.0,Perú,prefer_not_to_say,desktop,referral,tier_2,basic,11,23,15.2,5,0,3,0,0,0,10,3,1,5.8,875.0,0,none
USR-00435,2025-07-01,2025-07-08,7,34.0,Colombia,male,tablet,email campaign,tier_2,premium,2,3,21.8,6,1,3,1,1,1,10,1,4,9.1,1119.0,1,premium
USR-00436,2025-02-22,2025-03-24,30,37.0,Colombia,male,mobile,social media,tier_3,basic,10,17,15.5,10,2,7,1,1,0,20,5,26,7.5,1261.0,0,none
USR-00437,2025-08-02,2025-08-16,14,18.0,Chile,male,mobile,partner,tier_3,basic,4,13,17.9,14,0,5,1,1,0,15,0,13,7.8,1214.0,0,none
USR-00438,2025-10-08,2025-10-22,14,39.0,Chile,male,mobile,social media,tier_3,premium,6,11,6.6,8,1,2,0,0,0,0,1,8,7.1,1412.0,1,standard
USR-00439,12/07/2025,2025-07-26,14,33.0,Colombia,male,mobile,social media,tier_3,premium,9,9,16.4,7,1,9,0,1,0,15,5,6,9.2,2169.0,1,standard
USR-00440,2025-11-01,2025-11-22,21,38.0,Colombia,male,mobile,referral,tier_2,standard,20,31,19.7,11,1,9,0,0,0,20,7,10,6.4,250.0,0,none
USR-00441,2025-11-02,2025-11-16,14,43.0,Colombia,female,desktop,email campaign,tier_2,basic,5,7,4.4,12,0,6,0,1,0,0,6,6,8.6,1597.0,1,premium
USR-00442,2025-02-13,2025-03-06,21,26.0,Colombia,male,mobile,paid ads,tier_3,basic,13,14,,8,0,8,0,1,0,0,3,13,7.3,$1539,0,none
USR-00443,2025-04-03,2025-04-17,14,34.0,Argentina,male,mobile,partner,tier_2,standard,10,20,22.6,15,0,4,1,0,1,0,4,10,6.2,494.0,0,none
USR-00444,2025-10-19,2025-11-18,30,20.0,Argentina,prefer_not_to_say,desktop,paid ads,tier_2,basic,17,31,18.8,12,0,10,0,1,0,25,3,28,7.5,1946.0,0,none
USR-00445,2025-05-31,2025-06-21,21,41.0,Colombia,male,desktop,organic search,tier_1,premium,17,32,11.2,13,2,6,0,0,0,20,5,10,5.8,1900.0,0,none
USR-00446,2025-05-21,06-11-2025,21,,Ecuador,male,desktop,social media,tier_2,standard,15,15,9.7,13,2,12,0,0,0,25,4,15,7.8,1237.0,0,none
USR-00447,2025-01-01,2025-01-15,14,23.0,Colombia,female,mobile,social media,tier_1,standard,9,19,19.5,8,3,1,0,1,0,5,4,8,4.5,806.0,0,none
USR-00448,2025-06-25,2025-07-02,7,18.0,Perú,female,mobile,social media,tier_1,standard,4,10,18.1,3,1,4,1,0,0,0,3,3,6.7,1469.0,0,none
USR-00449,2025-02-27,2025-03-13,14,28.0,Colombia,male,mobile,partner,tier_2,standard,9,15,14.6,10,1,1,1,0,0,0,3,7,10.0,1334.0,0,none
USR-00450,2025-07-25,2025-08-08,14,39.0,Argentina,female,mobile,organic search,tier_1,standard,6,17,2.0,11,0,3,0,1,1,10,2,11,8.0,250.0,0,none
USR-00451,2025-01-11,2025-02-01,21,,colombia,female,mobile,organic_search,tier_1,basic,11,22,9.0,13,2,5,0,1,0,10,4,15,7.4,2169.0,0,none
USR-00452,03/04/2025,05-03-2025,30,34.0,Ecuador,male,desktop,partner,tier_1,standard,21,32,13.9,11,0,6,0,1,0,10,5,15,7.8,2413.0,1,standard
USR-00453,2025-07-16,2025-07-30,14,24.0,Ecuador,prefer_not_to_say,desktop,paid ads,tier_3,basic,5,7,13.9,10,0,4,0,1,0,0,0,15,,1442.0,1,premium
USR-00454,2025-12-06,2025-12-13,7,19.0,Argentina,female,mobile,email campaign,tier_1,premium,5,7,16.0,10,0,3,0,1,0,10,3,3,3.1,1859.0,0,none
USR-00455,2025-05-26,06-09-2025,14,32.0,Ecuador,female,mobile,partner,tier_2,basic,8,14,14.9,7,0,4,0,0,0,15,3,7,7.1,$250,0,none
USR-00456,2025-03-23,2025-04-13,21,29.0,Argentina,male,mobile,organic search,tier_2,premium,10,16,17.2,10,1,7,0,0,0,10,4,14,9.8,1639.0,0,none
USR-00457,2025-12-23,2025-12-30,7,40.0,ecuador,female,Desktop,organic_search,tier_2,basic,2,4,3.2,5,2,5,0,0,0,15,0,11,9.6,1484.0,0,none
USR-00458,2025-05-09,2025-05-23,14,35.0,Perú,female,desktop,organic search,tier_1,standard,6,13,13.1,5,1,9,0,1,0,0,3,4,6.8,2184.0,1,premium
USR-00459,2025-10-01,2025-10-08,7,18.0,México,male,desktop,social media,tier_2,standard,5,9,23.1,10,0,2,0,0,0,20,1,6,8.1,314.0,1,basic
USR-00460,2025-10-21,2025-11-04,14,28.0,Argentina,male,mobile,organic search,tier_2,basic,6,10,8.7,13,0,5,0,0,0,10,6,9,6.4,2915.0,0,none
USR-00461,2025-03-28,2025-04-04,7,38.0,México,male,mobile,paid ads,tier_2,premium,4,5,16.8,8,1,4,0,0,0,15,4,12,6.5,1172.0,0,none
USR-00462,2025-02-20,2025-03-06,14,25.0,Ecuador,prefer_not_to_say,desktop,email campaign,tier_1,standard,10,9,15.7,12,0,3,0,1,0,0,2,14,7.8,2312.0,0,none
USR-00463,2025-06-29,2025-07-29,30,26.0,Colombia,female,desktop,referral,tier_3,standard,14,32,10.4,10,0,7,0,1,1,0,3,21,4.6,1927.0,0,none
USR-00464,2025-05-04,2025-05-11,7,46.0, MÉXICO,female,desktop,Referral,tier_1,premium,1,1,2.0,10,1,3,0,1,0,0,2,6,7.1,1970.0,0,none
USR-00465,2025-12-19,2026-01-02,14,55.0,Argentina ,prefer_not_to_say,Desktop,Email Campaign,tier_3,standard,8,11,2.0,7,2,4,0,0,0,0,6,5,,,0,none
USR-00466,2025-12-31,2026-01-14,14,34.0,Colombia,female,mobile,email campaign,tier_2,basic,4,14,18.8,4,0,4,1,1,1,0%,3,7,7.2,1040.0,0,none
USR-00467,2025-05-16,2025-05-30,14,27.0,Perú,male,tablet,paid ads,tier_2,basic,5,6,21.9,7,2,3,0,0,0,10,1,14,7.2,1857.0,0,none
USR-00468,2025-11-02,2025-11-23,21,34.0,Colombia,female,mobile,referral,tier_1,basic,10,23,21.8,17,1,1,0,0,1,5,2,13,7.6,1546.0,0,none
USR-00469,2025-06-21,2025-07-05,14,23.0,Argentina,male,mobile,email campaign,tier_3,basic,8,15,12.3,4,0,6,1,1,0,10,5,11,8.9,$1443,0,none
USR-00470,2025-09-24,2025-10-08,14,44.0,Colombia,female,desktop,email campaign,tier_3,standard,11,18,16.3,13,2,4,0,1,0,20,8,9,6.4,1307.0,0,none
USR-00471,05/06/2025,2025-06-19,14,29.0,Colombia,female,mobile,organic search,tier_2,standard,11,28,20.7,7,1,7,0,0,0,10,3,7,8.7,$250,0,none
USR-00472,2025-03-09,2025-03-23,14,43.0,ecuador,male,DESKTOP,social media,tier_3,standard,7,17,13.8,4,0,4,0,1,0,0,5,14,6.3,250.0,0,none
USR-00473,2025-01-04,2025-01-18,14,26.0,Argentina,male,desktop,paid ads,tier_2,basic,8,13,6.9,11,2,8,0,0,0,15,4,7,10.0,1239.0,0,none
USR-00474,2025-02-11,2025-02-18,7,35.0,Argentina,male,desktop,social media,tier_1,standard,7,5,,7,2,7,1,1,0,20,3,2,10.0,$1483,0,none
USR-00475,14/08/2025,2025-08-28,14,42.0,,female,tablet,email campaign,tier_2,basic,10,23,6.0,10,0,8,0,1,1,0,3,2,3.9,2022.0,0,none
USR-00476,2025-06-29,2025-07-13,14,29.0,,female,mobile,organic search,tier_3,standard,8,11,10.1,9,1,7,0,1,1,0,2,8,7.3,3415.0,0,none
USR-00477,2025-02-12,2025-02-26,14,22.0,Ecuador,male,mobile,social media,tier_2,premium,9,12,10.4,14,0,6,1,1,0,10,3,11,8.4,$1334,0,none
USR-00478,2025-11-27,2025-12-11,14,24.0,Colombia,male,desktop,paid ads,tier_2,standard,6,9,7.9,5,0,4,0,1,0,20,3,11,8.2,2240.0,0,none
USR-00479,2025-07-15,2025-07-29,14,32.0,México,male,mobile,partner,tier_2,standard,11,16,2.9,9,2,1,1,0,0,0,1,6,8.9,1707.0,1,basic
USR-00480,2025-03-20,2025-03-27,7,60.0,Colombia,female,desktop,organic search,tier_1,standard,4,10,16.7,9,0,5,0,1,1,0,4,9,,,0,none
USR-00481,2025-11-23,2025-12-14,21,22.0,Argentina,female,desktop,referral,tier_2,basic,3,4,20.8,6,0,3,0,1,0,0,3,20,8.4,1503.0,0,none
USR-00482,2025-05-17,2025-05-24,7,37.0,Colombia,female,,organic search,tier_2,standard,5,11,15.8,8,0,2,1,0,0,0,2,2,7.3,2160.0,1,basic
USR-00483,2025-10-31,2025-11-14,14,29.0,Ecuador,male,desktop,social media,tier_1,standard,3,6,2.8,10,1,3,0,0,0,0,5,10,5.7,921.0,0,none
USR-00484,2025-01-22,2025-02-12,21,30.0,México,male,tablet,partner,tier_1,standard,13,21,24.7,7,1,7,1,0,0,20,1,20,7.7,1738.0,0,none
USR-00485,2025-03-28,2025-04-11,14,44.0,colombia,female,Desktop,paid_ads,tier_2,standard,10,21,18.5,7,0,4,0,0,0,0,4,8,6.6,250.0,0,none
USR-00486,2025-03-12,2025-03-19,7,36.0,Colombia,male,mobile,organic search,tier_3,standard,4,9,6.0,7,0,3,0,0,0,0,2,13,8.2,571.0,0,none
USR-00487,2025-04-08,2025-04-22,14,24.0,México,male,desktop,organic search,tier_2,basic,7,14,16.6,7,0,6,1,0,0,0,5,14,5.9,1865.0,0,none
USR-00488,30/06/2025,2025-07-14,14,35.0,Perú,male,desktop,partner,tier_2,standard,5,10,14.4,9,1,1,0,0,0,0,2,12,8.5,674.0,0,none
USR-00489,2025-07-08,2025-07-29,21,47.0,México,female,mobile,email campaign,tier_2,standard,21,33,17.1,12,1,7,0,1,0,15,9,13,5.4,851.0,0,none
USR-00490,2025-07-31,2025-08-14,14,28.0,Chile,female,mobile,organic search,tier_2,premium,8,17,19.3,8,1,6,0,0,1,20,10,9,5.6,1993.0,0,none
USR-00491,2025-10-14,2025-10-21,7,33.0,México,male,mobile,social media,tier_2,basic,2,4,15.7,3,2,5,1,0,0,10,4,3,4.7,$1383,0,none
